ID,COMMUNITY.AREA.NAME,BUILDING_SUBTYPE,TOTAL.KWH,THERMS.TOTAL.SQFT,KWH.MEAN.2010,THERM.MEAN.2010,THERMS.SQFT.MEAN.2010,Age_Group
1535,Auburn Gresham,Single Family,102947,12210,8578.92,1495.6,1221,Middle2
1537,Auburn Gresham,Single Family,152026,20842,8445.89,1412.84,1096.95,Middle2
1540,Auburn Gresham,Single Family,66774,12027,8346.75,1377.64,1093.36,Middle1
1541,Austin,Single Family,113879,14777,8134.21,1562.38,1136.69,Middle3
1546,Austin,Single Family,158113,20447,9300.76,1379.72,1135.94,Middle3
1549,Austin,Single Family,58818,6799,9803,1266.67,1133.17,Middle2
1551,Austin,Single Family,168772,18653,9927.76,1405.19,1165.81,Middle2
1557,Austin,Single Family,177508,18844,9861.56,1601.47,1108.47,Middle3
1561,Austin,Single Family,150999,18909,10066.6,1542.57,1350.64,Middle3
1568,Austin,Single Family,181720,22515,10689.41,1533.45,1125.75,Middle3
1569,Austin,Single Family,108151,12764,9012.58,1292.25,1063.67,Middle3
1572,Austin,Single Family,93855,10371,9385.5,1472.8,1037.1,Middle3
1574,Austin,Single Family,116147,14037,8934.38,1519.92,1169.75,Middle3
1585,Austin,Single Family,105160,11151,11684.44,1750.63,1393.88,Middle3
1586,Austin,Single Family,104826,15661,7487.57,1367.21,1118.64,Middle3
1588,Austin,Single Family,28107,3754,9369,1298.33,1251.33,Middle2
1591,Austin,Single Family,129516,14394,11774.18,1758.27,1308.55,Middle3
1592,Austin,Single Family,116646,12075,12960.67,1522.11,1341.67,Middle3
1596,Austin,Single Family,135198,13617,12290.73,1771.55,1237.91,Middle3
1599,Austin,Single Family,141895,13981,12899.55,1702.75,1165.08,Middle3
1601,Austin,Single Family,97801,13106,9780.1,1748.2,1310.6,Middle3
1608,Austin,Single Family,120488,14434,10040.67,1517.69,1110.31,Middle3
1610,Austin,Single Family,20610,2421,10305,1038,1210.5,Middle2
1612,Austin,Single Family,24441,2412,12220.5,1394,1206,Middle2
1616,Austin,Single Family,116838,17422,8987.54,1214.29,1244.43,Middle3
1627,Austin,Single Family,106685,11080,13335.63,1794.38,1385,Middle3
1629,Austin,Single Family,33113,5964,11037.67,1837.6,1192.8,Middle3
1639,Austin,Single Family,148879,27522,8757.59,1223.42,1448.53,Middle2
1640,Austin,Single Family,134086,19435,8939.07,1172.47,1295.67,Middle2
1641,Austin,Multi < 7,106545,8646,7610.36,918.93,1235.14,Middle2
1642,Austin,Single Family,57876,7092,11575.2,1110.17,1182,Middle2
1644,Austin,Single Family,159784,23213,8876.89,1088.1,1160.65,Middle2
1652,Austin,Single Family,173243,22429,10190.76,1656.78,1246.06,Middle3
1661,Austin,Single Family,52397,8916,7485.29,1715.29,1273.71,Middle3
1683,Austin,Single Family,139753,22886,9316.87,1543.38,1430.38,Middle2
1684,Austin,Single Family,133127,15548,10240.54,1401.54,1196,Middle2
1689,Austin,Single Family,128357,16439,9873.62,1537,1264.54,Middle2
1692,Austin,Single Family,135116,18922,9651.14,1453.5,1351.57,Middle2
1696,Austin,Single Family,51552,6996,8592,1329.83,1166,Middle2
1698,Austin,Single Family,53125,8956,6640.63,1360.88,1119.5,Middle3
1699,Austin,Single Family,76953,11895,8550.33,1177,1189.5,Middle2
1704,Austin,Single Family,73116,10990,9139.5,1288.63,1373.75,Middle2
1710,Austin,Single Family,53590,9007,6698.75,1261.63,1125.88,Middle2
1717,Austin,Single Family,156165,14213,14196.82,1854.82,1292.09,Middle3
1723,Austin,Single Family,125301,19035,9638.54,1624.64,1359.64,Middle3
1726,Austin,Single Family,114007,16552,7125.44,1635.27,1103.47,Middle3
1735,Austin,Single Family,50694,6586,8449,1688.17,1097.67,Middle3
1736,Austin,Single Family,143328,16575,11025.23,1704.86,1183.93,Middle3
1738,Austin,Single Family,109138,13715,12126.44,1711.64,1246.82,Middle3
1743,Austin,Single Family,158307,21097,9312.18,1707.94,1241,Middle3
1748,Austin,Single Family,35457,4005,11819,1946.33,1335,Middle3
1751,Austin,Single Family,127614,17761,9816.46,1590.43,1268.64,Middle3
1767,Austin,Single Family,56955,8510,7119.38,1781.57,1215.71,Middle3
1772,Austin,Single Family,79630,9608,8847.78,1636.56,1067.56,Middle3
1774,Austin,Single Family,47813,6101,7968.83,1635.2,1220.2,Middle3
1775,Austin,Single Family,57544,7990,7193,1636.67,1331.67,Middle3
1781,Austin,Single Family,37168,3519,12389.33,1932.67,1173,Middle3
1786,Austin,Single Family,21850,2876,7283.33,1105.67,958.67,Middle2
1788,Austin,Single Family,50508,5600,10101.6,1648.4,1120,Middle3
1798,Austin,Single Family,121551,14641,10129.25,1390.92,1220.08,Middle3
1799,Austin,Single Family,179736,15900,13825.85,1686.54,1223.08,Middle3
1800,Austin,Single Family,140219,15283,10786.08,1618.82,1389.36,Middle3
1801,Austin,Single Family,81688,9160,11669.71,1328.25,1145,Middle3
1806,Austin,Single Family,134553,16340,11212.75,1457.21,1167.14,Middle3
1809,Austin,Single Family,54582,5573,10916.4,1313.2,1114.6,Middle3
1811,Austin,Single Family,30674,4674,10224.67,1642.75,1168.5,Middle3
1814,Austin,Single Family,148784,18409,9299,1759.06,1314.93,Middle3
1815,Austin,Single Family,31674,6387,7918.5,1610.4,1277.4,Middle3
1819,Austin,Single Family,150377,22624,8354.28,1422.58,1190.74,Middle3
1823,Austin,Single Family,83930,11104,8393,1626.9,1110.4,Middle3
1825,Austin,Single Family,21461,3168,7153.67,1589.33,1056,Middle3
1827,Austin,Single Family,50319,5727,10063.8,1471,1145.4,Middle3
1830,Austin,Single Family,40971,6104,6828.5,1453,1220.8,Middle3
1836,Austin,Single Family,119401,12421,9950.08,1549.18,1129.18,Middle3
1839,Austin,Single Family,99830,9547,12478.75,1664.5,1193.38,Middle3
1841,Austin,Single Family,80804,8354,10100.5,1640.25,1044.25,Ancient
1848,Austin,Single Family,45738,6627,9147.6,1947.6,1325.4,Ancient
1855,Austin,Single Family,41073,4667,8214.6,1004,1166.75,Middle3
1862,Austin,Single Family,52882,8131,7554.57,1496,1161.57,Middle3
1868,Austin,Single Family,38202,6832,7640.4,1257.6,1366.4,Middle3
1880,Austin,Single Family,146862,17047,8638.94,1802.21,1217.64,Middle3
1884,Austin,Single Family,107565,13620,8963.75,1575.58,1135,Middle3
1906,Austin,Single Family,70347,10414,8793.38,2203.63,1301.75,Ancient
1908,Austin,Single Family,62214,7596,8887.71,1510.14,1085.14,Ancient
1912,Austin,Single Family,15426,3200,7713,2479.67,1066.67,Middle3
1915,Austin,Single Family,117158,11798,8368.43,1284.23,907.54,Middle3
1918,Austin,Commercial,11174,2464,5587,1019.5,1232,Middle2
1924,Austin,Single Family,51673,7618,7381.86,1386,1269.67,Ancient
1926,Austin,Single Family,46574,2572,23287,1692.5,1286,Middle3
1927,Austin,Single Family,85903,9534,10737.88,1866.14,1362,Middle3
1929,Austin,Single Family,97215,14827,8837.73,1594.55,1347.91,Ancient
1930,Austin,Single Family,95001,10801,9500.1,1397.11,1200.11,Middle3
1933,Austin,Single Family,42062,4192,10515.5,1452,1397.33,Ancient
1938,Austin,Single Family,29067,3632,9689,1720,1210.67,Ancient
1942,Austin,Single Family,64233,8592,7137,1815.57,1227.43,Ancient
1945,Austin,Commercial,13491,2367,4497,1118.5,1183.5,Middle1
1950,Austin,Single Family,85809,10511,8580.9,1676,1313.88,Ancient
1952,Austin,Single Family,23836,3363,5959,1910.67,1121,Ancient
1960,Austin,Single Family,71581,9479,7953.44,1599,1053.22,Middle2
1962,Austin,Single Family,23618,5260,11809,1580.6,1315,Middle3
1969,Austin,Single Family,48329,8372,5369.89,1371.43,1196,Middle3
1974,Austin,Commercial,30022,3318,10007.33,1422.67,1106,Middle2
1976,Austin,Single Family,38740,2336,12913.33,2075,1168,Ancient
1980,Austin,Single Family,28439,5026,5687.8,1458,1256.5,Ancient
1985,Austin,Single Family,64599,5115,10766.5,1455.25,1278.75,Middle3
2002,Austin,Single Family,65488,10408,7276.44,1646.33,1156.44,Ancient
2007,Austin,Single Family,35016,4484,8754,1288.25,1121,Ancient
2008,Austin,Single Family,52830,7000,8805,1314,1166.67,Ancient
2012,Austin,Single Family,62534,8070,10422.33,1899.67,1345,Ancient
2015,Austin,Single Family,28994,5174,7248.5,1557.5,1293.5,Ancient
2016,Austin,Single Family,64801,9306,8100.13,1389.25,1163.25,Ancient
2022,Austin,Single Family,34826,2772,11608.67,1431.5,1386,Ancient
2029,Austin,Single Family,44423,3694,11105.75,2139.67,1231.33,Ancient
2032,Austin,Single Family,95107,13846,10567.44,1947.8,1384.6,Ancient
2036,Austin,Single Family,95105,13069,8645.91,1463.27,1188.09,Middle2
2055,Austin,Single Family,57796,6660,9632.67,1626.83,1110,Middle2
2058,Austin,Single Family,61746,6380,10291,1831,1276,Middle3
2063,Austin,Single Family,57775,5090,11555,1807.5,1272.5,Middle3
2064,Austin,Single Family,31836,3143,10612,1225.33,1047.67,Middle2
2069,Austin,Single Family,55579,8594,9263.17,1837,1227.71,Ancient
2077,Austin,Single Family,56511,8072,9418.5,1438.43,1153.14,Ancient
2083,Austin,Single Family,22577,2268,11288.5,1309.5,1134,Middle3
2087,Austin,Single Family,126399,16873,9028.5,1635.79,1205.21,Middle3
2093,Austin,Single Family,30107,3977,6021.4,1545.25,994.25,Middle3
2100,Austin,Single Family,107423,12600,8951.92,1495.73,1145.45,Middle3
2105,Austin,Single Family,106337,15835,7595.5,1367.64,1131.07,Middle3
2109,Austin,Single Family,43146,4752,7191,1329,1188,Middle3
2121,Avalon Park,Single Family,133478,13166,13347.8,1444.1,1316.6,Middle3
2126,Avalon Park,Single Family,111591,14977,6974.44,1597.92,1152.08,Middle3
2129,Avalon Park,Single Family,70650,9799,8831.25,1813.88,1224.88,Middle3
2130,Avalon Park,Single Family,110158,19580,7343.87,1844.07,1305.33,Middle3
2134,Avalon Park,Single Family,142264,12946,10161.71,1564.5,1078.83,Middle3
2136,Avalon Park,Single Family,122072,14837,10172.67,1448.33,1236.42,Middle3
2137,Avalon Park,Single Family,100841,16665,7757,1726.54,1281.92,Middle3
2141,Avalon Park,Single Family,97264,14585,8105.33,1722.92,1215.42,Middle3
2143,Avalon Park,Single Family,95825,18751,5989.06,1379.38,1171.94,Middle2
2144,Avalon Park,Single Family,136876,19414,7604.22,1259.82,1142,Middle3
2145,Avalon Park,Single Family,115953,17418,8919.46,1348.73,1161.2,Middle3
2147,Avalon Park,Single Family,111008,15849,7929.14,1205.93,1132.07,Middle3
2159,Avalon Park,Single Family,132560,19781,8837.33,1409.59,1163.59,Middle2
2161,Avalon Park,Single Family,126701,17671,9746.23,1311.93,1178.07,Middle3
2162,Avalon Park,Single Family,99872,14256,7133.71,1753.25,1188,Middle3
2173,Avalon Park,Single Family,102397,16490,7314.07,1619.54,1268.46,Middle3
2175,Avalon Park,Single Family,93510,10411,9351,1508.63,1301.38,Middle2
2178,Avalon Park,Single Family,113988,19952,7599.2,1607.27,1330.13,Middle3
2182,Avalon Park,Single Family,111518,19821,7434.53,1526.25,1238.81,Middle3
2191,Avalon Park,Single Family,149908,16563,9993.87,1565.15,1274.08,Middle3
2195,Avalon Park,Single Family,108924,13226,9902.18,1403.09,1202.36,Middle3
2198,Avalon Park,Single Family,57754,10207,8250.57,1248.25,1275.88,Middle2
2200,Avalon Park,Single Family,100436,17989,6695.73,1576.27,1199.27,Middle3
2201,Avalon Park,Single Family,82823,14333,6901.92,1509,1102.54,Middle3
2204,Avalon Park,Single Family,44350,4582,7391.67,1333.5,1145.5,Middle3
2209,Avalon Park,Single Family,113085,17626,8077.5,1314.27,1175.07,Middle2
2218,Avalon Park,Single Family,61072,9116,6785.78,1345.25,1139.5,Middle3
2226,Avalon Park,Single Family,30561,5501,6112.2,1341,1100.2,Middle2
2228,Avalon Park,Single Family,94799,12778,7292.23,1495.33,1064.83,Ancient
2232,Avalon Park,Single Family,36092,5228,7218.4,1644.6,1045.6,Middle3
2234,Avalon Park,Single Family,156830,17408,11202.14,1505.79,1243.43,Middle3
2239,Avalon Park,Single Family,165441,22208,9731.82,1585.61,1233.78,Middle3
2244,Avalon Park,Single Family,66986,13385,6089.64,1758,1338.5,Middle3
2246,Avalon Park,Single Family,146602,22022,8623.65,1845.72,1223.44,Middle3
2250,Avalon Park,Single Family,125528,17308,8368.53,1256.71,1236.29,Middle2
2253,Avalon Park,Single Family,151250,16019,11634.62,1874,1334.92,Middle3
2255,Avalon Park,Single Family,145723,17345,11209.46,1921.77,1334.23,Middle3
2268,Avalon Park,Single Family,99707,18848,7121.93,1467.6,1256.53,Middle3
2271,Avalon Park,Single Family,146541,19314,9769.4,1759.67,1287.6,Middle3
2274,Avalon Park,Single Family,120942,13294,10994.73,1585.09,1208.55,Middle3
2275,Avalon Park,Single Family,115985,13956,8921.92,1572,1163,Middle3
2278,Avalon Park,Single Family,116211,16138,8939.31,1716,1241.38,Middle3
2283,Avalon Park,Single Family,123093,18295,7693.31,1571,1219.67,Middle3
2290,Avondale,Single Family,87599,13552,9733.22,1372.73,1232,Middle3
2298,Avondale,Single Family,29481,3405,9827,1631.33,1135,Middle3
2300,Avondale,Single Family,77103,14088,6425.25,1304.15,1174,Middle3
2305,Avondale,Single Family,13090,3559,4363.33,1101.67,1186.33,Middle3
2309,Avondale,Commercial,28047,4149,9349,1349.33,1383,Middle3
2311,Avondale,Single Family,15455,3301,5151.67,1076.67,1100.33,Middle2
2313,Avondale,Single Family,105683,12518,9607.55,1282.36,1138,Middle3
2314,Avondale,Single Family,17707,2650,8853.5,2007.5,1325,Middle3
2315,Avondale,Single Family,198758,22133,10460.95,1550.44,1229.61,Middle3
2319,Avondale,Single Family,130027,15621,10002.08,1570.92,1201.62,Middle3
2324,Avondale,Single Family,117460,14026,10678.18,1587.45,1275.09,Middle3
2326,Avondale,Single Family,133030,12255,10233.08,1641.6,1225.5,Middle3
2327,Avondale,Single Family,74744,10676,8304.89,1318.78,1186.22,Middle3
2340,Avondale,Single Family,30643,4717,7660.75,1166.75,1179.25,Middle3
2341,Avondale,Single Family,20554,3027,10277,1086,1009,Middle2
2342,Avondale,Single Family,20895,2920,6965,1358,973.33,Middle2
2345,Avondale,Single Family,17190,2208,8595,825,1104,Middle1
2346,Avondale,Single Family,16523,5304,8261.5,1421.25,1326,Middle2
2348,Avondale,Single Family,18131,2479,9065.5,1335.5,1239.5,Middle3
2356,Avondale,Single Family,33172,4414,8293,1201.5,1103.5,Ancient
2361,Avondale,Single Family,75050,11063,8338.89,1593,1229.22,Ancient
2364,Avondale,Single Family,43338,7045,8667.6,1277.33,1174.17,Ancient
2367,Avondale,Single Family,40069,6412,6678.17,1115,1282.4,Middle3
2368,Avondale,Single Family,73856,10735,8206.22,1324.56,1192.78,Middle3
2374,Avondale,Single Family,57270,7902,8181.43,1243.57,1128.86,Middle3
2378,Avondale,Single Family,72542,5261,14508.4,1608.4,1052.2,Ancient
2379,Avondale,Single Family,87182,2004,17436.4,2462.5,1002,Middle2
2382,Avondale,Single Family,44361,7894,8872.2,1217.43,1127.71,Ancient
2383,Avondale,Single Family,9261,3646,4630.5,1006,1215.33,Middle2
2387,Avondale,Single Family,132562,16114,11046.83,1487.08,1239.54,Middle2
2396,Avondale,Single Family,76888,11480,8543.11,1220.33,1275.56,Middle3
2397,Avondale,Single Family,17871,2889,5957,1123,963,Middle1
2403,Avondale,Single Family,84491,14436,7681,1355.55,1312.36,Ancient
2405,Avondale,Single Family,74551,10376,9318.88,1440.88,1297,Ancient
2407,Avondale,Single Family,53678,9287,8946.33,1719.29,1326.71,Ancient
2408,Avondale,Single Family,61184,8396,10197.33,1468.67,1399.33,Middle3
2409,Avondale,Single Family,45254,2700,22627,2292.5,1350,Ancient
2422,Avondale,Single Family,62264,11534,7783,1201.75,1441.75,Middle3
2424,Avondale,Single Family,113283,16473,8714.08,1198.25,1372.75,Middle3
2433,Avondale,Single Family,15772,2152,7886,1609.5,1076,Ancient
2434,Avondale,Single Family,48766,6401,9753.2,1704.4,1280.2,Ancient
2436,Avondale,Single Family,47318,5612,9463.6,1468.6,1122.4,Ancient
2442,Avondale,Single Family,98259,15663,8932.64,1312.38,1204.85,Middle3
2451,Avondale,Single Family,14902,3343,7451,1217,1114.33,Ancient
2452,Avondale,Single Family,20032,2300,10016,1244.5,1150,Middle3
2459,Avondale,Single Family,75182,6865,12530.33,1455.17,1144.17,Ancient
2461,Avondale,Single Family,33899,3656,11299.67,916.33,1218.67,Middle3
2473,Avondale,Single Family,33945,5109,6789,1125,1021.8,Middle3
2476,Avondale,Single Family,13600,2272,6800,1886,1136,Middle3
2477,Avondale,Single Family,45985,9851,6569.29,1182.13,1231.38,Middle3
2491,Belmont Cragin,Single Family,103929,12714,9448.09,1271.27,1155.82,Middle3
2493,Belmont Cragin,Single Family,89558,11599,8955.8,1378.6,1159.9,Middle3
2499,Belmont Cragin,Single Family,157563,18370,9847.69,1530.19,1148.13,Middle3
2501,Belmont Cragin,Single Family,127287,19617,9791.31,1524.38,1226.06,Middle3
2502,Belmont Cragin,Single Family,176257,18869,11750.47,1583.27,1257.93,Middle3
2504,Belmont Cragin,Single Family,33669,3931,11223,1705,1310.33,Middle3
2506,Belmont Cragin,Single Family,170540,20864,10658.75,1421.18,1227.29,Middle3
2507,Belmont Cragin,Single Family,151776,24430,9486,1458.28,1357.22,Middle3
2508,Belmont Cragin,Single Family,151496,19411,9468.5,1489.06,1213.19,Middle3
2511,Belmont Cragin,Single Family,112563,15471,9380.25,1489.83,1289.25,Middle3
2513,Belmont Cragin,Single Family,122166,13622,11106,1503.92,1135.17,Middle3
2517,Belmont Cragin,Single Family,120682,16413,8620.14,1407.5,1172.36,Middle3
2531,Belmont Cragin,Single Family,115202,15529,10472.91,1426.31,1194.54,Middle3
2534,Belmont Cragin,Single Family,143413,16491,9560.87,1441.57,1177.93,Middle3
2536,Belmont Cragin,Single Family,98411,21772,6150.69,1430.89,1209.56,Middle3
2539,Belmont Cragin,Single Family,16772,2397,8386,1722,1198.5,Middle3
2540,Belmont Cragin,Single Family,153860,16929,12821.67,1680.92,1302.23,Middle3
2541,Belmont Cragin,Single Family,137916,21558,7662,1395.28,1197.67,Middle3
2542,Belmont Cragin,Single Family,165252,22539,9180.67,1381.47,1186.26,Middle3
2546,Belmont Cragin,Single Family,145450,15750,11188.46,1324.54,1211.54,Middle3
2549,Belmont Cragin,Single Family,126260,21998,7427.06,1238.82,1294,Middle3
2550,Belmont Cragin,Single Family,98773,10147,10974.78,1346.11,1127.44,Middle3
2551,Belmont Cragin,Single Family,103451,13849,8620.92,1255.17,1154.08,Middle3
2553,Belmont Cragin,Single Family,48997,8901,8166.17,1434.86,1271.57,Middle3
2562,Belmont Cragin,Single Family,176562,20279,10386,1301.18,1192.88,Middle3
2565,Belmont Cragin,Single Family,106821,11909,10682.1,1496,1190.9,Middle3
2569,Belmont Cragin,Single Family,83434,13792,8343.4,1318.45,1253.82,Middle3
2581,Belmont Cragin,Single Family,152337,16369,11718.23,1605,1259.15,Middle3
2585,Belmont Cragin,Single Family,87548,14703,7958.91,1657,1225.25,Middle3
2588,Belmont Cragin,Single Family,139039,15215,10695.31,1527.23,1170.38,Middle3
2589,Belmont Cragin,Single Family,81189,13411,7380.82,1232.55,1219.18,Middle2
2594,Belmont Cragin,Single Family,143947,19472,10281.93,1566.29,1390.86,Middle3
2605,Belmont Cragin,Single Family,153069,21081,8056.26,1425.74,1109.53,Middle3
2606,Belmont Cragin,Single Family,94475,13569,9447.5,1330.09,1233.55,Middle2
2609,Belmont Cragin,Single Family,174449,21627,9691.61,1401.61,1201.5,Middle2
2612,Belmont Cragin,Single Family,140249,21437,7791.61,1387.28,1190.94,Middle2
2616,Belmont Cragin,Single Family,61607,5907,10267.83,1254.17,984.5,Middle2
2618,Belmont Cragin,Single Family,108809,19095,7253.93,1425.93,1273,Middle2
2624,Belmont Cragin,Single Family,122415,18759,8743.93,1236.63,1172.44,Middle2
2625,Belmont Cragin,Single Family,138648,21082,6932.4,1202.9,1054.1,Middle2
2626,Belmont Cragin,Single Family,159383,23709,7969.15,1266.65,1185.45,Middle2
2629,Belmont Cragin,Single Family,155392,25904,8178.53,1514.7,1295.2,Middle3
2642,Belmont Cragin,Multi < 7,17826,2519,8913,1096,1259.5,Middle3
2649,Belmont Cragin,Single Family,106301,15322,7592.93,1293.64,1094.43,Middle3
2654,Belmont Cragin,Single Family,119740,18017,7982.67,1505.87,1201.13,Middle3
2659,Belmont Cragin,Single Family,95386,15464,8671.45,1557.17,1288.67,Middle3
