ID,COMMUNITY.AREA.NAME,BUILDING_SUBTYPE,TOTAL.KWH,THERMS.TOTAL.SQFT,KWH.MEAN.2010,THERM.MEAN.2010,THERMS.SQFT.MEAN.2010,Age_Group
3542,Brighton Park,Single Family,63414,11061,6341.4,1236.56,1229,Middle2
3543,Brighton Park,Single Family,127977,19681,7998.56,1402.47,1157.71,Middle2
3555,Brighton Park,Single Family,52459,7745,7494.14,1274.14,1106.43,Middle3
3558,Brighton Park,Single Family,29701,5510,7425.25,1071,1102,Middle3
3562,Brighton Park,Single Family,97370,10507,9737,1206.89,1167.44,Middle3
3565,Brighton Park,Single Family,7205,2669,3602.5,1670,1334.5,Middle3
3570,Brighton Park,Single Family,29979,3506,9993,1366,1168.67,Ancient
3573,Brighton Park,Multi < 7,45721,6370,7620.17,1631.6,1274,Ancient
3575,Brighton Park,Single Family,83735,13988,6977.92,1391.15,1076,Middle3
3576,Brighton Park,Single Family,53294,8344,8882.33,1336.29,1192,Middle3
3583,Brighton Park,Single Family,12402,5034,3100.5,982.75,1258.5,Middle3
3585,Brighton Park,Single Family,67860,15316,5655,1065,1276.33,Middle1
3586,Brighton Park,Single Family,27539,4334,6884.75,1124.5,1083.5,Middle3
3600,Brighton Park,Single Family,42315,7014,8463,1172.83,1169,Ancient
3602,Brighton Park,Single Family,85564,9455,10695.5,1543,1181.88,Middle3
3605,Brighton Park,Single Family,101357,14153,8446.42,1477.45,1286.64,Middle3
3608,Brighton Park,Single Family,59227,7730,8461,1271,1104.29,Middle3
3610,Brighton Park,Single Family,63840,4915,15960,2213.5,1228.75,Middle3
3614,Brighton Park,Single Family,11601,2386,5800.5,2086,1193,Middle3
3618,Brighton Park,Single Family,43629,6442,8725.8,1465,1288.4,Middle2
3629,Brighton Park,Multi < 7,94928,12188,7910.67,994.58,1015.67,Middle3
3631,Brighton Park,Single Family,29320,5338,7330,1546,1334.5,Middle3
3635,Brighton Park,Single Family,48354,6679,8059,1410.17,1113.17,Middle2
3643,Brighton Park,Single Family,74134,13030,6739.45,1339.36,1184.55,Middle3
3658,Brighton Park,Single Family,17837,1984,8918.5,1154,992,Middle2
3660,Brighton Park,Single Family,17282,3445,8641,1346,1148.33,Middle3
3661,Brighton Park,Single Family,25694,4523,8564.67,1262.5,1130.75,Middle2
3663,Brighton Park,Single Family,45520,7544,6502.86,1037.86,1077.71,Middle2
3664,Brighton Park,Single Family,18576,3002,9288,1036.33,1000.67,Ancient
3665,Brighton Park,Single Family,180627,18509,10625.12,1327.41,1088.76,Middle3
3672,Brighton Park,Single Family,29195,2400,14597.5,2376,1200,Ancient
3681,Brighton Park,Single Family,95568,13621,7964,1293.58,1135.08,Middle3
3693,Brighton Park,Single Family,49425,7200,7060.71,1258.14,1028.57,Middle2
3696,Brighton Park,Single Family,120808,14704,9292.92,1400.08,1131.08,Middle2
3697,Brighton Park,Single Family,91435,7062,13062.14,1916.14,1008.86,Ancient
3710,Brighton Park,Single Family,50337,3160,12584.25,1582,1053.33,Middle3
3711,Brighton Park,Single Family,25332,2963,8444,1171,987.67,Middle3
3713,Brighton Park,Multi < 7,67332,7838,11222,1848.83,1306.33,Middle3
3717,Brighton Park,Multi < 7,12089,4120,6044.5,1020.67,1373.33,Ancient
3718,Brighton Park,Single Family,28337,3418,9445.67,1832.67,1139.33,Middle3
3719,Brighton Park,Single Family,80648,10803,8960.89,1175.67,1200.33,Middle1
3723,Brighton Park,Single Family,19018,4298,6339.33,1156,1074.5,Ancient
3724,Brighton Park,Single Family,47036,4997,11759,1866,1249.25,Middle3
3730,Brighton Park,Single Family,51248,5914,8541.33,1303.5,985.67,Middle2
3734,Brighton Park,Single Family,21864,3654,7288,1388.33,1218,Middle2
3738,Brighton Park,Single Family,51763,4467,12940.75,1676.5,1116.75,Middle2
3739,Brighton Park,Single Family,45709,7872,7618.17,1231,984,Middle3
3743,Brighton Park,Single Family,28443,4084,7110.75,1197.25,1021,Middle2
3752,Burnside,Single Family,120893,18865,6716.28,1176.25,1179.06,Middle2
3755,Burnside,Single Family,85144,12198,7740.36,1260.55,1108.91,Middle2
3756,Burnside,Single Family,72698,11718,6608.91,1461.8,1171.8,Middle2
3757,Burnside,Single Family,58491,8455,8355.86,1583.43,1207.86,Middle3
3761,Burnside,Single Family,99535,13661,7656.54,1227.85,1050.85,Middle2
3767,Burnside,Single Family,92237,14764,7686.42,1252.92,1135.69,Middle2
3769,Burnside,Single Family,109918,13547,7851.29,1609,1128.92,Middle2
3770,Burnside,Single Family,101597,12938,7815.15,1048.83,1078.17,Middle2
3772,Burnside,Single Family,42013,7244,10503.25,1352,1448.8,Middle1
3773,Burnside,Single Family,72169,8122,9021.13,1482.29,1160.29,Middle3
3774,Calumet Heights,Single Family,150618,18095,10758.43,1469.86,1292.5,Middle1
3784,Calumet Heights,Single Family,162195,19526,9540.88,1184.35,1148.59,Middle2
3787,Calumet Heights,Single Family,124621,15960,8308.07,1224.57,1140,Middle2
3788,Calumet Heights,Single Family,140568,16053,8785.5,1208.38,1003.31,Middle2
3789,Calumet Heights,Single Family,109550,15371,8426.92,1261.31,1182.38,Middle2
3790,Calumet Heights,Single Family,97040,14332,8086.67,1051.15,1102.46,Middle2
3801,Calumet Heights,Single Family,50104,7572,8350.67,1540.67,1262,Middle2
3814,Calumet Heights,Single Family,41751,6268,6958.5,1591,1253.6,Middle2
3816,Calumet Heights,Single Family,112945,12396,9412.08,1466.58,1033,Middle3
3821,Calumet Heights,Single Family,146942,25330,7733.79,1305.05,1266.5,Middle2
3828,Calumet Heights,Single Family,167246,18544,10452.88,1572.73,1236.27,Middle2
3831,Calumet Heights,Single Family,115041,17683,7190.06,1333.94,1105.19,Middle2
3835,Calumet Heights,Single Family,153013,20602,9000.76,1499.41,1211.88,Middle2
3836,Calumet Heights,Single Family,152667,18159,8481.5,1301,1134.94,Middle2
3839,Calumet Heights,Single Family,25622,4908,5124.4,1318.5,1227,Middle2
3842,Calumet Heights,Single Family,62035,10086,6892.78,1398.67,1120.67,Middle2
3844,Calumet Heights,Single Family,40090,5172,8018,1368.6,1034.4,Middle3
3846,Calumet Heights,Single Family,82492,10799,9165.78,1208.1,1079.9,Middle2
3848,Calumet Heights,Single Family,91533,12219,9153.3,1501.7,1221.9,Middle2
3849,Calumet Heights,Single Family,93641,14344,8512.82,1350.58,1195.33,Middle2
3850,Calumet Heights,Single Family,153279,15337,11790.69,1573.31,1179.77,Middle2
3856,Calumet Heights,Single Family,91739,11972,8339.91,1145.09,1088.36,Middle2
3858,Calumet Heights,Single Family,111661,11860,11166.1,1268.1,1186,Middle2
3861,Calumet Heights,Single Family,93740,11339,9374,1253.5,1133.9,Middle2
3864,Calumet Heights,Single Family,105362,14379,8780.17,1431.5,1198.25,Middle2
3869,Calumet Heights,Single Family,72310,11351,8034.44,1644.4,1135.1,Middle3
3872,Calumet Heights,Single Family,148593,20298,9906.2,1212.63,1268.63,Middle2
3875,Calumet Heights,Single Family,104460,15818,8035.38,1424.46,1216.77,Middle1
3876,Calumet Heights,Single Family,113726,16661,8748.15,1457.92,1281.62,Middle1
3877,Calumet Heights,Single Family,90695,16591,6478.21,1113.33,1106.07,Middle2
3885,Calumet Heights,Single Family,118362,16890,9104.77,1326.77,1299.23,Middle2
3887,Calumet Heights,Single Family,129960,19649,8122.5,1373.13,1228.06,Middle2
3890,Calumet Heights,Single Family,127861,20138,7103.39,1154.39,1118.78,Middle2
3891,Calumet Heights,Single Family,82943,10333,10367.88,1325.78,1148.11,Middle2
3892,Calumet Heights,Single Family,104485,14605,8037.31,1243.08,1123.46,Middle2
3894,Calumet Heights,Single Family,102399,17056,7314.21,1326.57,1218.29,Middle2
3895,Calumet Heights,Single Family,168191,15532,10511.94,1520.21,1109.43,Middle2
3902,Calumet Heights,Single Family,129104,20178,8069,1685.65,1186.94,Middle3
3904,Calumet Heights,Single Family,126668,20258,7916.75,1522.29,1191.65,Middle2
3907,Calumet Heights,Single Family,137871,13430,11489.25,1666.62,1033.08,Middle3
3911,Calumet Heights,Single Family,101558,16375,7812.15,1419.54,1259.62,Middle2
3919,Calumet Heights,Single Family,76830,13604,6984.55,1467.42,1133.67,Middle3
3920,Calumet Heights,Single Family,56363,7980,7045.38,1246.63,997.5,Middle2
3924,Calumet Heights,Single Family,40094,6480,8018.8,1550.6,1296,Middle2
3927,Calumet Heights,Single Family,96895,14418,8808.64,1408.73,1310.73,Middle3
3930,Calumet Heights,Single Family,19669,4645,6556.33,1203.5,1161.25,Middle3
3934,Calumet Heights,Single Family,131216,17206,8201,1230,1147.07,Middle2
3936,Calumet Heights,Single Family,77796,11509,9724.5,1181.56,1278.78,Middle2
3937,Calumet Heights,Single Family,66761,11152,6676.1,1358.33,1239.11,Middle3
3945,Calumet Heights,Single Family,114518,12234,11451.8,1537.09,1112.18,Middle3
3955,Calumet Heights,Single Family,123593,18627,10299.42,1596,1241.8,Middle3
3960,Calumet Heights,Single Family,68381,8089,8547.63,1664.75,1011.13,Ancient
3964,Calumet Heights,Single Family,46215,7124,7702.5,1303.83,1187.33,Middle2
3971,Chatham,Single Family,18491,2451,9245.5,848.5,1225.5,Middle3
3974,Chatham,Single Family,22497,3482,7499,1430,1160.67,Middle2
3979,Chatham,Single Family,50160,10814,7165.71,990.5,1201.56,Middle3
3980,Chatham,Single Family,132246,12709,13224.6,1125.2,1270.9,Middle1
3982,Chatham,Single Family,93993,11175,9399.3,1336.3,1117.5,Middle2
3983,Chatham,Single Family,33454,6120,6690.8,901.4,1224,Newer
3984,Chatham,Single Family,58590,15695,4506.92,931.2,1121.07,Newer
3987,Chatham,Single Family,66291,9251,8286.38,1398,1156.38,Middle3
4002,Chatham,Single Family,99601,13570,9054.64,1260.83,1130.83,Middle1
4013,Chatham,Single Family,106183,19174,7584.5,1502.67,1278.27,Middle3
4014,Chatham,Single Family,112437,15819,8031.21,1593.46,1216.85,Middle2
4016,Chatham,Single Family,136618,17725,10509.08,1698.77,1363.46,Middle2
4018,Chatham,Single Family,165938,22533,10371.13,1638.18,1325.47,Middle2
4022,Chatham,Single Family,122671,20072,8762.21,1396.29,1180.71,Middle2
4025,Chatham,Single Family,174011,19910,10235.94,1557.88,1171.18,Middle2
4028,Chatham,Single Family,67974,12398,6797.4,1725,1239.8,Middle3
4041,Chatham,Single Family,112668,16719,8666.77,1437.57,1194.21,Middle1
4045,Chatham,Single Family,64227,7458,9175.29,1263.43,1065.43,Middle1
4059,Chatham,Single Family,166276,11262,12790.46,1648.8,1126.2,Middle2
4064,Chatham,Single Family,60241,12985,6024.1,1373.6,1298.5,Middle2
4068,Chatham,Single Family,67283,8143,9611.86,1409.71,1163.29,Middle2
4069,Chatham,Single Family,78521,10606,9815.13,1180.56,1178.44,Middle2
4074,Chatham,Single Family,139336,17068,9289.07,1617.79,1219.14,Middle3
4078,Chatham,Single Family,134759,18944,8983.93,1372.47,1262.93,Middle2
4083,Chatham,Single Family,73384,8159,10483.43,1125.71,1165.57,Middle2
4086,Chatham,Single Family,100805,15679,8400.42,1321.67,1306.58,Middle1
4090,Chatham,Single Family,37492,5785,7498.4,1187.8,1157,Middle2
4095,Chatham,Single Family,76318,8485,9539.75,1335.25,1060.63,Middle2
4096,Chatham,Single Family,83956,9731,9328.44,1248.75,1216.38,Middle2
4099,Chatham,Single Family,66394,6430,9484.86,1429,1071.67,Middle2
4101,Chatham,Single Family,72581,13075,7258.1,1374.27,1188.64,Middle1
4109,Chatham,Single Family,48321,10104,6040.13,1198.38,1263,Middle2
4110,Chatham,Single Family,81967,9941,9107.44,1193.33,1104.56,Middle2
4116,Chatham,Single Family,106314,12761,7593.86,1402.54,1160.09,Middle3
4117,Chatham,Single Family,85835,15267,7152.92,1113.38,1174.38,Middle3
4135,Chatham,Single Family,75544,10224,7554.4,1181.78,1136,Middle2
4138,Chatham,Single Family,72084,11251,7208.4,1337.4,1125.1,Middle3
4144,Chatham,Single Family,134423,19398,9601.64,1377.56,1212.38,Middle2
4152,Chatham,Single Family,140389,19427,8258.18,1549.69,1214.19,Middle3
4155,Chatham,Single Family,147977,18691,9865.13,1602,1168.19,Middle3
4157,Chatham,Single Family,115736,16179,8902.77,1706.64,1155.64,Middle3
4159,Chatham,Single Family,142034,20927,8877.13,1320.17,1162.61,Middle2
4160,Chatham,Single Family,90316,16715,6451.14,1501.79,1193.93,Middle3
4169,Chatham,Single Family,79792,16718,5699.43,1469.71,1194.14,Middle3
4170,Chatham,Single Family,92530,12236,8411.82,1518,1223.6,Middle3
4171,Chatham,Single Family,90418,12651,8219.82,1503.08,1054.25,Middle3
4184,Chatham,Single Family,63538,10885,7059.78,1449.7,1088.5,Middle3
4187,Chatham,Single Family,104214,17973,8016.46,1557.33,1198.2,Middle3
4191,Chatham,Single Family,90582,9086,10064.67,1302.25,1135.75,Middle3
4199,Chatham,Single Family,131496,17226,8766.4,1505.33,1148.4,Middle2
4200,Chatham,Single Family,121178,18291,9321.38,1359.6,1219.4,Middle3
4202,Chatham,Single Family,102134,14527,8511.17,1537.33,1210.58,Middle3
4205,Chatham,Single Family,149056,21552,7845.05,1417.78,1197.33,Middle2
4206,Chatham,Single Family,150884,18550,10058.93,1490.53,1091.18,Middle2
4207,Chatham,Single Family,132703,17877,8846.87,1515.53,1191.8,Middle2
4218,Chatham,Single Family,87099,10874,9677.67,1247.1,1087.4,Middle3
4221,Chatham,Single Family,103019,11751,11446.56,1809.2,1175.1,Middle3
4222,Chatham,Single Family,100594,16028,7738,1894.23,1232.92,Middle3
4227,Chatham,Single Family,53258,7558,7608.29,1085.86,1079.71,Middle1
4233,Chatham,Single Family,123917,16052,8261.13,1462.8,1070.13,Middle1
4239,Chatham,Single Family,47167,6405,9433.4,1501.8,1281,Middle2
4241,Chatham,Single Family,46747,5229,7791.17,1587.8,1045.8,Middle1
4243,Chatham,Single Family,181821,20770,10101.17,1653,1153.89,Middle3
4245,Chatham,Single Family,120178,19081,9244.46,1562.76,1122.41,Middle3
4248,Chatham,Single Family,136937,14691,9129.13,1306.27,979.4,Middle2
4249,Chatham,Single Family,110075,15756,7862.5,1332.29,1125.43,Middle2
4251,Chatham,Single Family,125719,20071,7395.24,1437.5,1115.06,Middle3
4258,Chatham,Single Family,113367,15910,8097.64,1332.14,1136.43,Middle2
4259,Chatham,Single Family,197598,24426,9879.9,1404.48,1163.14,Middle2
4262,Chatham,Single Family,113489,14633,8106.36,1301.36,1045.21,Middle2
4263,Chatham,Single Family,85647,17002,6588.23,1470.62,1307.85,Middle2
4266,Chatham,Single Family,98010,13623,7539.23,1097.08,1047.92,Middle2
4267,Chatham,Single Family,47254,7280,7875.67,1484.43,1040,Middle1
4269,Chatham,Single Family,80818,11191,8081.8,1453.2,1119.1,Middle1
4276,Chicago Lawn,Single Family,80515,17569,7319.55,1562.77,1351.46,Middle3
4279,Chicago Lawn,Single Family,81648,15445,6804,1304.08,1188.08,Middle3
4281,Chicago Lawn,Single Family,72103,16805,8011.44,1501.92,1292.69,Middle3
4297,Chicago Lawn,Single Family,118704,20758,7913.6,1521.88,1297.38,Middle3
4298,Chicago Lawn,Single Family,124067,21017,8271.13,1435.82,1236.29,Middle3
4304,Chicago Lawn,Single Family,114335,16485,8166.79,1550.08,1268.08,Middle3
4313,Chicago Lawn,Single Family,69911,13608,6991.1,1389.67,1134,Middle3
4318,Chicago Lawn,Single Family,77445,10814,8605,1262.78,1201.56,Middle3
4320,Chicago Lawn,Single Family,109983,16521,7855.93,1485.07,1180.07,Middle3
4324,Chicago Lawn,Single Family,154674,20425,9098.47,1465.59,1201.47,Middle3
4329,Chicago Lawn,Single Family,121348,17926,7584.25,1569.93,1195.07,Middle3
4331,Chicago Lawn,Single Family,68201,4621,17050.25,1888.75,1155.25,Middle3
4332,Chicago Lawn,Single Family,76263,8266,10894.71,1506,1180.86,Middle3
4343,Chicago Lawn,Single Family,150413,17976,10027.53,1458.73,1198.4,Middle3
4352,Chicago Lawn,Single Family,89852,12057,7487.67,1287.27,1096.09,Middle3
4359,Chicago Lawn,Single Family,136493,17377,9749.5,1357.73,1158.47,Middle3
4375,Chicago Lawn,Single Family,93640,13817,10404.44,1370.69,1062.85,Middle2
4378,Chicago Lawn,Single Family,128938,19959,7584.59,1176.44,1108.83,Middle2
4380,Chicago Lawn,Single Family,129505,18507,8094.06,1485.82,1088.65,Middle3
4387,Chicago Lawn,Single Family,118310,15900,7887.33,1404.75,993.75,Middle3
4391,Chicago Lawn,Single Family,123895,18173,8259.67,1493.93,1211.53,Middle3
4396,Chicago Lawn,Single Family,79292,13084,8810.22,1529.5,1308.4,Middle3
4400,Chicago Lawn,Single Family,76595,8880,9574.38,1272.88,1110,Middle3
4401,Chicago Lawn,Single Family,121575,20724,9351.92,1343.24,1219.06,Middle3
4403,Chicago Lawn,Single Family,99101,13008,9910.1,1554.18,1182.55,Middle3
4408,Chicago Lawn,Single Family,54837,12377,6854.63,1175.9,1237.7,Middle3
4415,Chicago Lawn,Single Family,134668,17116,8977.87,1341.13,1141.07,Middle3
4416,Chicago Lawn,Single Family,59365,15365,5396.82,1623.33,1280.42,Middle3
4422,Chicago Lawn,Single Family,158043,18677,9877.69,1113.94,1167.31,Middle3
4430,Chicago Lawn,Single Family,128326,14466,9871.23,1404.08,1112.77,Middle3
4439,Chicago Lawn,Single Family,41498,6583,10374.5,1330,1316.6,Middle3
4440,Chicago Lawn,Single Family,126077,23255,7004.28,1375.35,1162.75,Middle3
4443,Chicago Lawn,Single Family,52735,8123,7533.57,1594.57,1160.43,Middle3
4448,Chicago Lawn,Single Family,63679,12080,7075.44,1380,1208,Middle3
4449,Chicago Lawn,Single Family,46988,4736,9397.6,1168,1184,Middle3
4456,Chicago Lawn,Single Family,51648,6882,12912,1846.4,1376.4,Middle3
4457,Chicago Lawn,Single Family,101376,10523,11264,1851.13,1315.38,Middle3
4458,Chicago Lawn,Single Family,69931,2500,34965.5,1906,1250,Middle3
4461,Chicago Lawn,Single Family,82904,10316,10363,1687.11,1146.22,Middle3
4463,Chicago Lawn,Single Family,111599,14585,9299.92,1550.75,1215.42,Middle3
4464,Chicago Lawn,Single Family,108535,17244,7235.67,1537.93,1231.71,Middle3
4466,Chicago Lawn,Single Family,81763,10600,8176.3,1600,1060,Middle3
4467,Chicago Lawn,Single Family,98403,10060,9840.3,1823.11,1117.78,Middle3
4469,Chicago Lawn,Single Family,99578,12716,9957.8,1552.83,1059.67,Middle3
4475,Chicago Lawn,Single Family,53170,5150,10634,1294,1030,Middle3
4486,Chicago Lawn,Single Family,125501,17333,10458.42,1301.43,1238.07,Middle3
4491,Chicago Lawn,Single Family,36385,4591,9096.25,1477,1147.75,Middle3
4493,Chicago Lawn,Single Family,175780,20102,11718.67,1412.38,1256.38,Middle3
4494,Chicago Lawn,Single Family,79748,14895,6134.46,1446.69,1145.77,Middle3
4497,Chicago Lawn,Single Family,82339,12018,8233.9,1365.5,1201.8,Middle3
4503,Chicago Lawn,Single Family,55483,16791,5548.3,1426.14,1199.36,Middle3
4504,Chicago Lawn,Single Family,81523,14026,7411.18,1448.54,1078.92,Middle3
4522,Chicago Lawn,Single Family,155740,16385,9161.18,1445.88,1024.06,Middle3
4523,Chicago Lawn,Single Family,110593,18885,8507.15,1488.31,1180.31,Middle3
4525,Chicago Lawn,Single Family,44063,5048,7343.83,1134.2,1009.6,Middle3
4531,Chicago Lawn,Single Family,110143,10233,11014.3,1399.4,1023.3,Middle3
4533,Chicago Lawn,Single Family,18969,4220,4742.25,1491.25,1055,Middle2
4540,Chicago Lawn,Single Family,63997,6533,10666.17,1450.8,1306.6,Middle3
4544,Chicago Lawn,Single Family,62694,9406,7836.75,1631.71,1343.71,Middle3
4545,Chicago Lawn,Single Family,66989,13141,7443.22,1433.82,1194.64,Middle3
4553,Chicago Lawn,Single Family,105967,14031,9633.36,1574.18,1275.55,Middle3
4556,Chicago Lawn,Single Family,66440,13919,6040,1337.55,1265.36,Middle2
4558,Chicago Lawn,Single Family,46816,3741,11704,1759.33,1247,Middle3
4559,Chicago Lawn,Single Family,40086,4926,10021.5,1055.25,1231.5,Middle3
4563,Chicago Lawn,Commercial,13987,2355,4662.33,1298,1177.5,Middle3
4564,Chicago Lawn,Single Family,81306,12533,8130.6,1821.4,1253.3,Middle3
4569,Chicago Lawn,Single Family,147589,20409,8681.71,1502.94,1200.53,Middle3
4572,Chicago Lawn,Single Family,138938,12233,13893.8,1857.4,1223.3,Middle3
4573,Chicago Lawn,Single Family,62087,11874,8869.57,1657,1319.33,Middle3
4580,Chicago Lawn,Single Family,107971,15388,8305.46,1465.38,1183.69,Middle3
4582,Chicago Lawn,Single Family,86561,13489,7869.18,1323.08,1124.08,Middle3
4583,Chicago Lawn,Single Family,152287,20418,9517.94,1481.53,1201.06,Middle3
4586,Chicago Lawn,Single Family,79951,9751,11421.57,1826.13,1218.88,Middle3
4598,Chicago Lawn,Single Family,63851,8952,7981.38,1548.38,1119,Middle3
4601,Chicago Lawn,Single Family,51927,7689,8654.5,2027.67,1281.5,Middle3
4603,Chicago Lawn,Commercial,49295,3111,8215.83,1424.33,1037,Middle1
4605,Chicago Lawn,Single Family,28246,3459,9415.33,787.33,1153,Middle3
4610,Chicago Lawn,Single Family,64606,8878,8075.75,1598,1268.29,Middle3
4613,Chicago Lawn,Single Family,88960,14426,9884.44,1385.91,1311.45,Middle3
4624,Chicago Lawn,Single Family,31090,4780,7772.5,1303.5,1195,Middle1
4627,Chicago Lawn,Single Family,109517,13469,9126.42,1332.71,962.07,Middle2
4632,Chicago Lawn,Single Family,53208,7498,7601.14,1516,1071.14,Middle3
4636,Chicago Lawn,Single Family,39257,6392,6542.83,1183.83,1065.33,Middle3
4652,Chicago Lawn,Single Family,131085,12123,10923.75,1459,932.54,Middle3
4654,Chicago Lawn,Single Family,37833,2324,18916.5,2110,1162,Middle3
4661,Chicago Lawn,Single Family,145852,19454,8102.89,1429.71,1144.35,Middle3
4666,Chicago Lawn,Single Family,136858,11591,9775.57,1325.67,965.92,Middle3
4667,Chicago Lawn,Single Family,87859,11207,7321.58,1742.3,1120.7,Middle3
4672,Chicago Lawn,Single Family,105571,12860,8797.58,1252.73,1169.09,Middle2
4673,Chicago Lawn,Single Family,105893,10674,11765.89,1345.78,1186,Middle2
4679,Chicago Lawn,Single Family,110919,10904,11091.9,1488.89,1211.56,Middle3
4681,Chicago Lawn,Single Family,36240,6543,7248,1325.4,1308.6,Middle3
4685,Chicago Lawn,Single Family,94372,9513,10485.78,1629,1057,Middle3
4690,Chicago Lawn,Single Family,66573,10460,7397,1322.44,1162.22,Middle2
4692,Chicago Lawn,Single Family,79049,12280,6080.69,924.62,944.62,Middle2
4693,Chicago Lawn,Single Family,170031,19049,10001.82,1551.5,1190.56,Middle3
4697,Chicago Lawn,Single Family,84679,15261,7056.58,1722.73,1387.36,Middle3
4698,Chicago Lawn,Single Family,58694,11367,6521.56,1426.11,1263,Middle3
4699,Chicago Lawn,Single Family,108353,13818,10835.3,1285.58,1151.5,Middle3
4701,Chicago Lawn,Single Family,61922,8851,7740.25,1709.38,1106.38,Middle3
4704,Chicago Lawn,Single Family,121994,15144,8713.86,1291.46,1164.92,Middle2
4712,Chicago Lawn,Single Family,64474,8861,8059.25,1233.13,1107.63,Middle2
4716,Chicago Lawn,Single Family,152919,19275,9557.44,1410.73,1285,Middle2
4724,Chicago Lawn,Single Family,133298,13513,11108.17,1490.18,1228.45,Middle2
4729,Chicago Lawn,Single Family,85948,13372,7162.33,1178.5,1114.33,Middle2
4731,Chicago Lawn,Single Family,85842,12810,7803.82,945.62,985.38,Middle2
4732,Chicago Lawn,Single Family,86144,13683,8614.4,1170.62,1052.54,Middle2
4736,Chicago Lawn,Single Family,97963,13011,8905.73,1265,1084.25,Middle2
4741,Chicago Lawn,Single Family,38103,2200,19051.5,1398,1100,Middle2
4747,Chicago Lawn,Single Family,112113,15306,10192.09,1370.38,1177.38,Middle2
4750,Chicago Lawn,Single Family,127307,20773,7072.61,1260.37,1093.32,Middle2
4754,Chicago Lawn,Single Family,148133,18529,8713.71,1277.59,1089.94,Middle2
4758,Chicago Lawn,Commercial,17175,2219,8587.5,1187,1109.5,Middle2
4765,Chicago Lawn,Single Family,105461,11182,8112.38,1103.36,1016.55,Middle1
4773,Chicago Lawn,Single Family,128170,14752,8544.67,1355.86,1053.71,Middle2
4776,Chicago Lawn,Single Family,148233,17582,8719.59,1233,976.78,Middle2
4783,Chicago Lawn,Single Family,143395,21904,7547.11,1231.37,1152.84,Middle2
4790,Chicago Lawn,Single Family,131576,16496,8223.5,1105.69,1031,Middle2
4792,Chicago Lawn,Single Family,88453,9980,9828.11,1239,1108.89,Middle2
4794,Chicago Lawn,Single Family,108457,15888,7746.93,1201,1059.2,Middle2
4796,Chicago Lawn,Single Family,173300,16255,10831.25,1318.06,1015.94,Middle2
4797,Chicago Lawn,Single Family,127063,14903,9075.93,1225.36,1064.5,Middle2
4801,Chicago Lawn,Single Family,121219,14180,9324.54,1061.43,1090.77,Middle2
4804,Chicago Lawn,Single Family,48732,7807,8122,1566.5,1301.17,Middle3
4807,Chicago Lawn,Single Family,135521,16902,12320.09,1693.23,1300.15,Middle3
4810,Chicago Lawn,Single Family,19660,2224,9830,1492,1112,Middle3
4819,Chicago Lawn,Single Family,82885,12682,8288.5,1325.91,1152.91,Middle3
4823,Chicago Lawn,Single Family,69507,14268,5792.25,1474.08,1189,Middle3
4826,Chicago Lawn,Single Family,63542,10110,7942.75,1745.5,1263.75,Middle3
4831,Chicago Lawn,Single Family,93311,17040,7177.77,1402.46,1310.77,Middle3
4832,Chicago Lawn,Single Family,83366,12459,9262.89,1317.4,1245.9,Middle3
4840,Chicago Lawn,Single Family,35172,6010,5862,1471.6,1202,Middle3
4845,Chicago Lawn,Single Family,75831,13334,7583.1,1466.91,1212.18,Middle3
4851,Clearing,Single Family,87317,10128,9701.89,951.89,1125.33,Middle2
4852,Clearing,Single Family,152083,18069,9505.19,1276.19,1129.31,Middle3
4858,Clearing,Commercial,20878,4520,6959.33,872.75,1130,Middle2
4859,Clearing,Single Family,84213,10550,8421.3,1129.67,1172.22,Middle2
4861,Clearing,Single Family,144874,18314,8522,1045,1077.29,Middle1
4869,Clearing,Single Family,145583,14360,11198.69,1137.67,1196.67,Middle2
4878,Clearing,Single Family,111085,15434,8545,1198.79,1102.43,Middle2
4882,Clearing,Single Family,100656,15774,8388,1175.62,1213.38,Middle3
4883,Clearing,Single Family,98697,11989,8224.75,1275.4,1198.9,Middle2
4886,Clearing,Single Family,117462,16503,9035.54,1188.21,1178.79,Middle3
4896,Clearing,Single Family,54049,8286,9008.17,959.43,1183.71,Middle1
4906,Clearing,Single Family,42458,6571,7076.33,1502.67,1095.17,Middle2
4912,Clearing,Single Family,141972,20476,9464.8,1100.31,1279.75,Middle1
4918,Clearing,Single Family,52254,7152,8709,1054.5,1192,Middle1
4921,Clearing,Single Family,138081,15898,9862.93,1125.15,1222.92,Middle1
4927,Clearing,Single Family,154787,18734,8146.68,1106.21,986,Middle2
4936,Clearing,Single Family,121256,18386,8661.14,1020.76,1081.53,Middle2
4939,Clearing,Single Family,146346,16944,9756.4,1020.2,1129.6,Middle2
4944,Clearing,Single Family,188783,22700,9439.15,1019.35,1135,Middle2
4950,Clearing,Single Family,119267,17207,7951.13,1030.31,1075.44,Middle2
4953,Clearing,Single Family,130997,18700,9356.93,990.18,1100,Middle1
4961,Clearing,Single Family,190385,19739,10020.26,891.25,986.95,Middle2
4963,Clearing,Single Family,152545,19487,8973.24,1200.47,1146.29,Middle2
4966,Clearing,Single Family,99698,15015,7669.08,1191.85,1155,Middle2
4972,Clearing,Single Family,109813,13966,12201.44,905.1,1396.6,Newer
4977,Clearing,Single Family,137314,17104,9808.14,1039.86,1221.71,Middle2
